,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,19.Dec 2019 08:04:32,ruicheng,11.99,14.95,12.63,0.8166,52.2,30000,-229.88505747126436,Open,True
1,19.Dec 2019 08:09:39,ruicheng,11.99,15.0,12.68,0.8144,52.2,30000,-229.88505747126436,Open,False
2,19.Dec 2019 08:14:43,ruicheng,11.99,15.0,12.71,0.8145,52.2,30000,-229.88505747126436,Open,False
3,19.Dec 2019 08:19:47,ruicheng,11.99,14.96,12.69,0.8164,52.2,30000,-229.88505747126436,Open,False
4,19.Dec 2019 08:24:51,ruicheng,11.99,15.0,12.7,0.8145,52.2,30000,-229.88505747126436,Open,False
5,19.Dec 2019 08:29:54,ruicheng,11.99,15.01,12.71,0.814,52.2,30000,-229.88505747126436,Open,False
6,19.Dec 2019 08:34:58,ruicheng,11.99,14.96,12.7,0.8165,52.2,30000,-229.88505747126436,Open,False
7,19.Dec 2019 08:40:03,ruicheng,11.99,14.95,12.63,0.8166,52.2,30000,-229.88505747126436,Open,False
8,19.Dec 2019 08:45:07,ruicheng,11.99,15.0,12.74,0.8147,52.2,30000,-229.88505747126436,Open,False
9,19.Dec 2019 08:50:11,ruicheng,11.99,15.0,12.77,0.8148,52.2,30000,-229.88505747126436,Open,False
10,19.Dec 2019 08:55:15,ruicheng,11.99,15.05,12.73,0.8121,52.2,30000,-229.88505747126436,Open,False
11,19.Dec 2019 09:00:20,ruicheng,11.99,15.0,12.74,0.8147,52.35,30000,-229.22636103151862,Open,False
12,19.Dec 2019 09:05:25,ruicheng,11.99,15.04,12.77,0.8128,52.35,30000,-229.22636103151862,Open,False
13,19.Dec 2019 09:10:30,ruicheng,11.99,14.98,12.72,0.8156,52.45,30000,-228.78932316491895,Open,False
14,19.Dec 2019 09:15:34,ruicheng,11.99,14.98,12.57,0.8148,52.45,30000,-228.78932316491895,Open,False
15,19.Dec 2019 09:20:38,ruicheng,11.99,14.98,12.61,0.815,52.45,30000,-228.78932316491895,Open,False
16,19.Dec 2019 09:25:42,ruicheng,11.99,14.95,12.59,0.8164,52.17,30000,-230.01725129384704,Open,False
17,19.Dec 2019 09:30:46,ruicheng,11.99,14.95,12.59,0.8164,51.77,30000,-231.79447556499903,Open,False
18,19.Dec 2019 09:35:50,ruicheng,11.99,14.92,12.59,0.818,51.9,30000,-231.21387283236996,Open,False
19,19.Dec 2019 09:40:54,ruicheng,11.99,14.9,12.59,0.819,52.08,30000,-230.41474654377882,Open,False
20,19.Dec 2019 09:45:58,ruicheng,11.99,14.91,12.55,0.8183,51.98,30000,-230.8580223162755,Open,False
21,19.Dec 2019 09:51:01,ruicheng,11.99,14.93,12.64,0.8177,51.79,30000,-231.70496234794362,Open,False
22,19.Dec 2019 09:56:05,ruicheng,11.99,14.91,12.63,0.8187,51.94,30000,-231.03581055063535,Open,False
23,19.Dec 2019 10:01:09,ruicheng,11.99,14.9,12.57,0.8189,51.93,30000,-231.08030040439053,Open,False
24,19.Dec 2019 10:06:12,ruicheng,11.99,14.95,12.62,0.8166,52.26,30000,-229.6211251435132,Open,False
25,19.Dec 2019 10:11:16,ruicheng,11.99,14.95,12.62,0.8166,52.24,30000,-229.70903522205205,Open,False
26,19.Dec 2019 10:16:20,ruicheng,11.99,14.97,12.69,0.8159,52.28,30000,-229.53328232593725,Open,False
27,19.Dec 2019 10:21:24,ruicheng,11.99,15.0,12.66,0.8143,51.87,30000,-231.3475997686524,Open,False
28,19.Dec 2019 10:26:30,ruicheng,11.99,15.0,12.69,0.8144,51.18,30000,-234.46658851113716,Open,False
29,19.Dec 2019 10:31:34,ruicheng,11.99,14.92,12.71,0.8185,51.11,30000,-234.7877127763647,Open,False
30,19.Dec 2019 10:36:40,ruicheng,11.99,14.85,12.55,0.8213,51.09,30000,-234.87962419260128,Open,False
31,19.Dec 2019 10:41:44,ruicheng,11.99,14.76,12.48,0.8256,51.08,30000,-234.92560689115115,Open,False
32,19.Dec 2019 10:46:48,ruicheng,11.99,14.77,12.51,0.8253,51.03,30000,-235.15579071134627,Open,False
33,19.Dec 2019 10:51:51,ruicheng,11.99,14.8,12.54,0.8239,51.09,30000,-234.87962419260128,Open,False
34,19.Dec 2019 10:56:55,ruicheng,11.99,14.76,12.53,0.8259,51.21,30000,-234.32923257176333,Open,False
35,19.Dec 2019 11:01:59,ruicheng,11.99,14.8,12.52,0.8238,51.36,30000,-233.6448598130841,Open,False
36,19.Dec 2019 11:07:03,ruicheng,11.99,14.79,12.51,0.8242,51.16,30000,-234.55824863174357,Open,False
37,19.Dec 2019 11:12:07,ruicheng,11.99,14.81,12.54,0.8233,51.13,30000,-234.69587326422842,Open,False
38,19.Dec 2019 11:17:12,ruicheng,11.99,14.79,12.52,0.8243,51.13,30000,-234.69587326422842,Open,False
39,19.Dec 2019 11:22:15,ruicheng,11.99,14.8,12.53,0.8238,51.01,30000,-235.24799059008038,Open,False
40,19.Dec 2019 11:27:18,ruicheng,11.99,14.8,12.5,0.8237,50.9,30000,-235.75638506876228,Open,False
41,19.Dec 2019 11:32:23,ruicheng,11.99,14.75,12.51,0.8263,51.06,30000,-235.01762632197415,Open,False
42,19.Dec 2019 11:37:26,ruicheng,11.99,14.75,12.57,0.8266,50.92,30000,-235.66378633150038,Open,False
43,19.Dec 2019 11:42:31,ruicheng,11.99,14.8,12.64,0.8243,50.93,30000,-235.61751423522483,Open,False
44,19.Dec 2019 11:47:35,ruicheng,11.99,14.73,12.64,0.828,51.14,30000,-234.64998044583496,Open,False
45,19.Dec 2019 11:52:39,ruicheng,11.99,14.75,12.66,0.827,50.93,30000,-235.61751423522483,Open,False
46,19.Dec 2019 11:57:43,ruicheng,11.99,14.8,12.64,0.8243,50.99,30000,-235.34026279662677,Open,False
47,19.Dec 2019 12:02:47,ruicheng,11.99,14.75,12.62,0.8268,50.92,30000,-235.66378633150038,Open,False
48,19.Dec 2019 12:07:51,ruicheng,11.99,14.76,12.62,0.8263,50.87,30000,-235.89541969726756,Open,False
49,19.Dec 2019 12:12:55,ruicheng,11.99,14.75,12.63,0.8269,50.88,30000,-235.84905660377356,Open,False
50,19.Dec 2019 12:18:00,ruicheng,11.99,14.72,12.62,0.8284,50.84,30000,-236.03461841070023,Open,False
51,19.Dec 2019 12:23:03,ruicheng,11.99,14.75,12.65,0.827,50.84,30000,-236.03461841070023,Open,False
52,19.Dec 2019 12:28:07,ruicheng,11.99,14.75,12.62,0.8268,50.78,30000,-236.31350925561244,Open,False
53,19.Dec 2019 12:33:11,ruicheng,11.99,14.75,12.64,0.8269,50.72,30000,-236.59305993690853,Open,False
54,19.Dec 2019 12:38:16,ruicheng,11.99,14.72,12.63,0.8284,50.67,30000,-236.82652457075193,Open,False
55,19.Dec 2019 12:43:21,ruicheng,11.99,14.75,12.59,0.8267,50.69,30000,-236.73308344841192,Open,False
56,19.Dec 2019 12:48:25,ruicheng,11.99,14.75,12.54,0.8264,50.75,30000,-236.45320197044336,Open,False
57,19.Dec 2019 12:53:29,ruicheng,11.99,14.72,12.52,0.8279,50.75,30000,-236.45320197044336,Open,False
