,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,12.Mar 2020 08:04:20,tao,54.05,44.25,63.04,1.2067,270.73,30000,0,Close,True
1,12.Mar 2020 08:09:25,tao,54.15,44.28,62.97,1.2068,270.73,30000,0,Close,True
2,12.Mar 2020 08:14:31,tao,54.3,44.3,61.59,1.2012,270.73,30000,0,Close,True
3,12.Mar 2020 08:19:41,tao,54.45,44.45,61.59,1.1998,270.73,30000,0,Close,True
4,12.Mar 2020 08:24:47,tao,54.3,44.3,61.59,1.2012,270.73,30000,0,Close,True
5,12.Mar 2020 08:29:52,tao,54.39,44.35,61.59,1.2012,270.73,30000,0,Close,True
6,12.Mar 2020 08:34:58,tao,54.3,44.46,61.59,1.198,270.73,30000,0,Close,True
7,12.Mar 2020 08:40:03,tao,54.45,44.45,61.59,1.1998,270.73,30000,0,Close,True
8,12.Mar 2020 08:45:10,tao,54.35,44.55,61.59,1.1967,270.73,30000,0,Close,True
9,12.Mar 2020 08:50:16,tao,54.4,44.55,61.59,1.1973,270.73,30000,0,Close,True
10,12.Mar 2020 08:55:22,tao,54.55,44.4,61.59,1.2019,351.05,30000,0,Close,True
11,12.Mar 2020 09:00:28,tao,54.75,44.62,61.59,1.1997,351.05,30000,0,Close,True
12,12.Mar 2020 09:05:34,tao,55.54,45.28,61.59,1.1951,352.17,30000,0,Close,True
13,12.Mar 2020 09:10:40,tao,55.1,45.3,61.59,1.1899,350.61,30000,0,Close,True
14,12.Mar 2020 09:15:46,tao,55.35,45.25,61.59,1.1936,353.55,30000,0,Close,True
15,12.Mar 2020 09:20:53,tao,55.5,45.6,61.59,1.1883,364.04,30000,0,Close,True
16,12.Mar 2020 09:25:59,tao,55.65,45.51,61.59,1.1917,361.92,30000,0,Close,True
17,12.Mar 2020 09:31:05,tao,55.79,45.65,61.59,1.1905,368.04,30000,0,Close,True
18,12.Mar 2020 09:36:11,tao,55.92,45.8,61.59,1.1889,369.48,30000,0,Close,True
19,12.Mar 2020 09:41:18,tao,55.45,45.65,61.59,1.1868,369.95,30000,0,Close,True
20,12.Mar 2020 09:46:23,tao,56.3,45.75,65.69,1.2135,369.95,30000,0,Close,True
21,12.Mar 2020 09:51:27,tao,56.45,45.75,65.69,1.2151,380.0,30000,0,Close,True
22,12.Mar 2020 09:56:33,tao,56.45,45.75,65.69,1.2151,391.41,30000,0,Close,True
23,12.Mar 2020 10:01:40,tao,56.35,46.3,65.69,1.2033,371.76,30000,0,Close,True
24,12.Mar 2020 10:06:47,tao,57.95,47.5,68.76,1.211,382.38,30000,0,Close,True
25,12.Mar 2020 10:11:55,tao,55.65,45.65,66.79,1.214,372.92,30000,0,Close,True
26,12.Mar 2020 10:17:01,tao,56.3,46.05,67.98,1.2185,370.43,30000,0,Close,True
27,12.Mar 2020 10:22:14,tao,55.95,45.95,68.31,1.2185,372.64,30000,0,Close,True
28,12.Mar 2020 10:27:19,tao,56.35,45.85,67.15,1.219,357.93,30000,0,Close,True
29,12.Mar 2020 10:32:27,tao,56.15,46.0,67.69,1.2166,358.53,30000,0,Close,True
30,12.Mar 2020 10:37:34,tao,54.9,44.9,65.88,1.2166,355.0,30000,0,Close,True
31,12.Mar 2020 10:42:41,tao,54.9,44.95,65.59,1.2142,363.0,30000,0,Close,True
32,12.Mar 2020 10:47:47,tao,54.31,44.4,63.98,1.2111,362.0,30000,0,Close,True
33,12.Mar 2020 10:52:53,tao,55.6,45.54,64.45,1.2044,348.46,30000,0,Close,True
34,12.Mar 2020 10:58:02,tao,55.15,45.25,64.73,1.2067,347.71,30000,0,Close,True
35,12.Mar 2020 11:03:09,tao,54.05,44.3,63.64,1.2087,360.0,30000,0,Close,True
36,12.Mar 2020 11:08:16,tao,53.95,44.25,63.26,1.2067,361.76,30000,0,Close,True
37,12.Mar 2020 11:13:23,tao,55.0,45.0,64.47,1.2088,363.68,30000,0,Close,True
38,12.Mar 2020 11:18:31,tao,55.4,45.2,64.77,1.2105,364.63,30000,0,Close,True
39,12.Mar 2020 11:23:37,tao,55.35,45.45,65.45,1.2083,365.62,30000,0,Close,True
40,12.Mar 2020 11:28:44,tao,55.65,45.4,65.44,1.2124,368.27,30000,0,Close,True
41,12.Mar 2020 11:33:51,tao,55.45,45.48,65.78,1.2104,369.5,30000,0,Close,True
42,12.Mar 2020 11:38:57,tao,56.15,45.6,65.94,1.2161,378.0,30000,0,Close,True
43,12.Mar 2020 11:44:04,tao,56.35,45.85,65.82,1.2127,378.1,30000,0,Close,True
