,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,06.Feb 2020 08:00:39,tao,15.6,15.95,15.25,0.9778,43.36,30000,0,Close,True
1,06.Feb 2020 08:05:55,tao,15.65,15.97,15.3,0.9786,43.36,30000,0,Close,True
2,06.Feb 2020 08:11:10,tao,15.64,15.96,15.26,0.9775,43.36,30000,0,Close,True
3,06.Feb 2020 08:16:25,tao,15.66,15.95,15.05,0.9699,43.36,30000,0,Close,True
4,06.Feb 2020 08:21:40,tao,15.6,15.98,15.05,0.9696,43.36,30000,0,Close,True
5,06.Feb 2020 08:26:54,tao,15.65,15.95,14.99,0.9678,43.36,30000,0,Close,True
6,06.Feb 2020 08:32:09,tao,15.57,15.92,14.98,0.9689,43.36,30000,0,Close,True
7,06.Feb 2020 08:37:25,tao,15.57,15.92,14.99,0.9693,43.36,30000,0,Close,True
8,06.Feb 2020 08:42:39,tao,15.53,15.92,14.99,0.9696,43.36,30000,0,Close,True
9,06.Feb 2020 08:47:54,tao,15.55,15.85,15.11,0.9757,43.36,30000,0,Close,True
10,06.Feb 2020 08:53:09,tao,15.5,15.9,15.1,0.9745,42.37,30000,0,Close,True
11,06.Feb 2020 08:58:25,tao,15.6,15.95,15.12,0.973,42.37,30000,0,Close,True
12,06.Feb 2020 09:03:39,tao,15.55,15.95,15.19,0.976,42.05,30000,0,Close,True
13,06.Feb 2020 09:08:54,tao,15.6,15.97,15.21,0.9758,42.05,30000,0,Close,True
14,06.Feb 2020 09:14:10,tao,15.6,15.92,15.17,0.9756,42.39,30000,0,Close,True
15,06.Feb 2020 09:19:25,tao,15.58,15.92,15.17,0.9758,42.49,30000,0,Close,True
16,06.Feb 2020 09:24:40,tao,15.56,15.92,15.16,0.9756,42.49,30000,0,Close,True
17,06.Feb 2020 09:29:58,tao,15.6,15.96,15.1,0.972,42.4,30000,0,Close,True
18,06.Feb 2020 09:35:13,tao,15.58,15.92,15.1,0.9732,43.0,30000,0,Close,True
19,06.Feb 2020 09:40:28,tao,15.6,15.95,15.1,0.9723,43.77,30000,0,Close,True
20,06.Feb 2020 09:45:43,tao,15.71,16.03,15.3,0.9765,43.88,30000,0,Close,True
21,06.Feb 2020 09:50:58,tao,15.92,16.17,15.52,0.979,44.05,30000,0,Close,True
22,06.Feb 2020 09:56:13,tao,15.93,16.17,15.56,0.9803,43.58,30000,0,Close,True
23,06.Feb 2020 10:01:28,tao,15.97,16.15,15.65,0.9837,43.47,30000,0,Close,True
24,06.Feb 2020 10:06:45,tao,15.87,16.12,15.59,0.9833,43.46,30000,0,Close,True
25,06.Feb 2020 10:12:00,tao,15.83,16.12,15.32,0.9738,43.35,30000,0,Close,True
26,06.Feb 2020 10:17:13,tao,15.8,16.12,15.33,0.9745,43.76,30000,0,Close,True
27,06.Feb 2020 10:22:28,tao,15.8,16.1,15.14,0.9681,43.91,30000,0,Close,True
28,06.Feb 2020 10:27:43,tao,15.9,16.18,15.36,0.9731,43.58,30000,0,Close,True
29,06.Feb 2020 10:32:58,tao,15.9,16.18,15.43,0.9757,43.48,30000,0,Close,True
30,06.Feb 2020 10:38:14,tao,15.85,16.12,15.44,0.978,43.05,30000,0,Close,True
