,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,27.Feb 2020 08:13:13,tao,23.3,21.65,30.17,1.2297,73.07,30000,0,Close,True
1,27.Feb 2020 08:18:19,tao,23.35,21.65,30.24,1.2306,73.07,30000,0,Close,True
2,27.Feb 2020 08:23:44,tao,23.48,21.73,30.47,1.233,73.07,30000,0,Close,True
3,27.Feb 2020 08:28:51,tao,23.35,21.77,30.73,1.2435,73.07,30000,0,Close,True
4,27.Feb 2020 08:33:58,tao,23.65,21.8,31.21,1.2497,73.07,30000,0,Close,True
5,27.Feb 2020 08:39:06,tao,23.5,21.7,30.89,1.2455,73.07,30000,0,Close,True
6,27.Feb 2020 08:44:13,tao,23.45,21.7,30.84,1.2453,73.07,30000,0,Close,True
7,27.Feb 2020 08:49:18,tao,23.6,21.8,31.06,1.2465,73.07,30000,0,Close,True
8,27.Feb 2020 08:54:24,tao,23.55,21.7,30.95,1.246,82.78,30000,0,Close,True
9,27.Feb 2020 08:59:32,tao,23.6,21.83,30.95,1.2428,82.78,30000,0,Close,True
10,27.Feb 2020 09:04:38,tao,23.65,21.85,31.23,1.2496,83.61,30000,0,Close,True
11,27.Feb 2020 09:10:26,tao,23.75,21.9,31.25,1.2469,82.6,30000,0,Close,True
12,27.Feb 2020 09:16:09,tao,23.9,22.02,31.9,1.2604,83.9,30000,0,Close,True
13,27.Feb 2020 09:23:35,tao,23.95,22.1,32.04,1.2621,84.45,30000,0,Close,True
14,27.Feb 2020 09:30:02,tao,23.85,22.0,32.14,1.2691,85.51,30000,0,Close,True
15,27.Feb 2020 09:35:41,tao,24.05,22.07,32.14,1.2629,87.69,30000,0,Close,True
16,27.Feb 2020 09:41:23,tao,23.9,22.0,32.14,1.2678,86.47,30000,0,Close,True
17,27.Feb 2020 09:47:17,tao,24.25,22.25,32.68,1.2708,89.69,30000,0,Close,True
18,27.Feb 2020 09:52:50,tao,24.09,22.12,31.59,1.2451,89.12,30000,0,Close,True
19,27.Feb 2020 09:58:30,tao,24.6,22.45,32.25,1.2469,88.4,30000,0,Close,True
20,27.Feb 2020 10:04:17,tao,24.65,22.47,32.89,1.2636,89.32,30000,0,Close,True
21,27.Feb 2020 10:09:54,tao,24.4,22.25,32.35,1.2575,87.76,30000,0,Close,True
22,27.Feb 2020 10:15:14,tao,24.5,22.35,33.03,1.2731,88.43,30000,0,Close,True
23,27.Feb 2020 10:21:16,tao,24.4,22.17,32.85,1.2731,89.78,30000,0,Close,True
24,27.Feb 2020 10:26:54,tao,24.4,22.32,32.98,1.2746,91.88,30000,0,Close,True
25,27.Feb 2020 10:32:00,tao,24.65,22.45,33.31,1.2758,93.01,30000,0,Close,True
26,27.Feb 2020 10:37:59,tao,24.88,22.67,34.32,1.2954,91.5,30000,0,Close,True
27,27.Feb 2020 10:43:32,tao,25.15,23.03,35.17,1.3071,91.32,30000,0,Close,True
28,27.Feb 2020 10:48:45,tao,24.9,22.83,35.61,1.329,89.89,30000,0,Close,True
29,27.Feb 2020 10:54:12,tao,24.8,22.7,35.34,1.3259,89.0,30000,0,Close,True
30,27.Feb 2020 10:59:42,tao,24.46,22.47,34.34,1.31,89.64,30000,0,Close,True
31,27.Feb 2020 11:04:48,tao,24.62,22.45,33.61,1.2852,87.7,30000,0,Close,True
32,27.Feb 2020 11:10:31,tao,24.55,22.32,32.95,1.27,87.04,30000,0,Close,True
33,27.Feb 2020 11:16:23,tao,24.45,22.12,32.3,1.2568,88.25,30000,0,Close,True
34,27.Feb 2020 11:22:20,tao,24.25,22.14,31.52,1.2389,88.19,30000,0,Close,True
35,27.Feb 2020 11:27:27,tao,24.55,22.22,31.66,1.2346,89.24,30000,0,Close,True
36,27.Feb 2020 11:32:32,tao,24.42,22.2,31.33,1.2285,90.01,30000,0,Close,True
37,27.Feb 2020 11:37:45,tao,24.54,22.37,32.04,1.2435,90.3,30000,0,Close,True
38,27.Feb 2020 11:42:51,tao,24.74,22.42,32.2,1.2425,90.0,30000,0,Close,True
39,27.Feb 2020 11:47:57,tao,24.9,22.5,32.6,1.2489,91.0,30000,0,Close,True
40,27.Feb 2020 11:53:02,tao,24.75,22.46,32.56,1.2519,89.71,30000,0,Close,True
