,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,09.Feb 2020 08:04:02,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
1,09.Feb 2020 08:09:19,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
2,09.Feb 2020 08:14:35,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
3,09.Feb 2020 08:19:58,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
4,09.Feb 2020 08:25:14,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
5,09.Feb 2020 08:30:30,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
6,09.Feb 2020 08:35:46,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
7,09.Feb 2020 08:41:02,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
8,09.Feb 2020 08:46:17,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
9,09.Feb 2020 08:51:34,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
10,09.Feb 2020 08:56:53,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
11,09.Feb 2020 09:02:10,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
12,09.Feb 2020 09:07:24,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
13,09.Feb 2020 09:12:40,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
14,09.Feb 2020 09:17:56,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
15,09.Feb 2020 09:23:11,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
16,09.Feb 2020 09:28:27,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
17,09.Feb 2020 09:33:44,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
18,09.Feb 2020 09:38:59,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
19,09.Feb 2020 09:44:14,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
20,09.Feb 2020 09:49:29,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
21,09.Feb 2020 09:54:43,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
22,09.Feb 2020 09:59:57,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
23,09.Feb 2020 10:05:11,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
24,09.Feb 2020 10:10:29,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
25,09.Feb 2020 10:15:44,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
26,09.Feb 2020 10:20:58,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
27,09.Feb 2020 10:26:13,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
28,09.Feb 2020 10:31:28,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
29,09.Feb 2020 10:36:43,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
30,09.Feb 2020 10:41:59,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
31,09.Feb 2020 10:47:13,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
32,09.Feb 2020 10:52:32,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
33,09.Feb 2020 10:57:48,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
34,09.Feb 2020 11:03:03,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
35,09.Feb 2020 11:08:19,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
36,09.Feb 2020 11:13:33,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
37,09.Feb 2020 11:18:50,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
38,09.Feb 2020 11:24:05,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
39,09.Feb 2020 11:29:20,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
40,09.Feb 2020 11:34:35,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
41,09.Feb 2020 11:39:52,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
42,09.Feb 2020 11:45:07,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
43,09.Feb 2020 11:50:22,tao,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
