,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,14.Feb 2020 08:01:41,tao,14.55,15.4,13.91,0.9477,40.0,30000,-247.5,Open,True
1,14.Feb 2020 08:06:47,tao,14.51,15.36,13.84,0.947,40.0,30000,-247.5,Open,False
2,14.Feb 2020 08:11:51,tao,14.51,15.4,13.86,0.9456,40.0,30000,-247.5,Open,False
3,14.Feb 2020 08:16:55,tao,14.55,15.42,13.84,0.9455,40.0,30000,-247.5,Open,False
4,14.Feb 2020 08:21:59,tao,14.56,15.42,13.83,0.9457,40.0,30000,-247.5,Open,False
5,14.Feb 2020 08:27:03,tao,14.56,15.4,13.83,0.9466,40.0,30000,-247.5,Open,False
6,14.Feb 2020 08:32:06,tao,14.57,15.42,13.81,0.9456,40.0,30000,-247.5,Open,False
7,14.Feb 2020 08:37:10,tao,14.57,15.42,13.83,0.946,40.0,30000,-247.5,Open,False
8,14.Feb 2020 08:42:14,tao,14.58,15.4,13.89,0.9483,40.0,30000,-247.5,Open,False
9,14.Feb 2020 08:47:18,tao,14.61,15.44,13.95,0.9485,40.0,30000,-247.5,Open,False
10,14.Feb 2020 08:52:21,tao,14.65,15.5,13.95,0.947,39.05,30000,-253.5211267605634,Open,False
11,14.Feb 2020 08:57:25,tao,14.74,15.51,14.05,0.9511,39.05,30000,0,Close,True
12,14.Feb 2020 09:02:33,tao,14.68,15.45,14.03,0.9516,39.37,30000,0,Close,True
13,14.Feb 2020 09:07:44,tao,14.67,15.5,14.0,0.9485,39.37,30000,-251.46050292100585,Open,True
14,14.Feb 2020 09:12:51,tao,14.71,15.5,14.0,0.9497,39.5,30000,-250.63291139240508,Open,False
15,14.Feb 2020 09:17:55,tao,14.68,15.48,13.97,0.9492,39.45,30000,-250.9505703422053,Open,False
16,14.Feb 2020 09:22:58,tao,14.7,15.46,14.04,0.9519,39.45,30000,0,Close,True
17,14.Feb 2020 09:28:04,tao,14.68,15.46,14.07,0.9518,39.43,30000,0,Close,True
18,14.Feb 2020 09:33:10,tao,14.68,15.47,14.07,0.9514,39.1,30000,0,Close,True
19,14.Feb 2020 09:38:17,tao,14.71,15.5,14.07,0.951,39.6,30000,0,Close,True
20,14.Feb 2020 09:43:23,tao,14.61,15.4,14.09,0.9527,39.61,30000,0,Close,True
21,14.Feb 2020 09:48:29,tao,14.72,15.48,14.26,0.9555,39.41,30000,0,Close,True
22,14.Feb 2020 09:53:35,tao,14.77,15.52,14.26,0.9552,39.68,30000,0,Close,True
23,14.Feb 2020 09:58:42,tao,14.72,15.47,14.24,0.9556,39.73,30000,0,Close,True
24,14.Feb 2020 10:03:48,tao,14.78,15.53,14.27,0.9553,39.9,30000,0,Close,True
25,14.Feb 2020 10:08:55,tao,14.82,15.52,14.3,0.9575,39.76,30000,0,Close,True
26,14.Feb 2020 10:14:01,tao,14.82,15.55,14.28,0.9558,40.04,30000,0,Close,True
27,14.Feb 2020 10:19:07,tao,14.83,15.45,14.33,0.9615,39.6,30000,0,Close,True
28,14.Feb 2020 10:24:13,tao,14.96,15.59,14.4,0.9604,39.42,30000,0,Close,True
29,14.Feb 2020 10:29:19,tao,14.83,15.53,14.25,0.9565,39.34,30000,0,Close,True
30,14.Feb 2020 10:34:25,tao,14.75,15.46,14.14,0.9553,39.43,30000,0,Close,True
31,14.Feb 2020 10:39:31,tao,14.74,15.47,14.15,0.9547,39.55,30000,0,Close,True
32,14.Feb 2020 10:44:38,tao,14.73,15.48,14.17,0.9542,39.58,30000,0,Close,True
33,14.Feb 2020 10:49:43,tao,14.77,15.5,14.17,0.9546,39.43,30000,0,Close,True
34,14.Feb 2020 10:54:47,tao,14.8,15.47,14.14,0.9564,39.34,30000,0,Close,True
35,14.Feb 2020 10:59:53,tao,14.73,15.46,14.06,0.9532,39.32,30000,0,Close,True
36,14.Feb 2020 11:04:59,tao,14.7,15.42,14.05,0.9539,39.22,30000,0,Close,True
37,14.Feb 2020 11:10:07,tao,14.71,15.43,14.03,0.9534,39.22,30000,0,Close,True
38,14.Feb 2020 11:15:13,tao,14.71,15.42,14.03,0.9539,39.18,30000,0,Close,True
39,14.Feb 2020 11:20:19,tao,14.67,15.42,14.04,0.9528,38.98,30000,0,Close,True
40,14.Feb 2020 11:25:26,tao,14.64,15.41,13.97,0.9511,38.99,30000,0,Close,True
41,14.Feb 2020 11:30:32,tao,14.56,15.35,13.93,0.9506,39.15,30000,0,Close,True
42,14.Feb 2020 11:35:38,tao,14.56,15.38,13.92,0.9491,39.12,30000,-253.0674846625767,Open,True
43,14.Feb 2020 11:40:43,tao,14.58,15.42,14.01,0.9495,39.12,30000,-253.0674846625767,Open,False
44,14.Feb 2020 11:45:46,tao,14.55,15.45,13.99,0.9468,39.03,30000,-253.6510376633359,Open,False
45,14.Feb 2020 11:50:50,tao,14.59,15.41,13.95,0.9492,39.36,30000,-251.52439024390245,Open,False
46,14.Feb 2020 11:55:53,tao,14.55,15.45,13.95,0.9461,39.35,30000,-251.58831003811943,Open,False
