,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,17.Feb 2020 08:01:03,ruicheng,14.3,15.25,13.68,0.9426,39.14,30000,-252.93817066939192,Open,True
1,17.Feb 2020 08:06:11,ruicheng,14.3,15.2,13.68,0.9449,39.14,30000,-252.93817066939192,Open,False
2,17.Feb 2020 08:11:15,ruicheng,14.29,15.21,13.68,0.9441,39.14,30000,-252.93817066939192,Open,False
3,17.Feb 2020 08:16:19,ruicheng,14.3,15.2,13.68,0.9449,39.14,30000,-252.93817066939192,Open,False
4,17.Feb 2020 08:21:23,ruicheng,14.29,15.21,13.68,0.9441,39.14,30000,-252.93817066939192,Open,False
5,17.Feb 2020 08:26:27,ruicheng,14.3,15.2,13.68,0.9449,39.14,30000,-252.93817066939192,Open,False
6,17.Feb 2020 08:31:30,ruicheng,14.3,15.2,13.68,0.9449,39.14,30000,-252.93817066939192,Open,False
7,17.Feb 2020 08:36:35,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
8,17.Feb 2020 08:41:38,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
9,17.Feb 2020 08:46:42,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
10,17.Feb 2020 08:51:45,ruicheng,14.32,15.22,13.68,0.9446,39.14,30000,-252.93817066939192,Open,False
11,17.Feb 2020 08:56:49,ruicheng,14.4,15.25,13.68,0.9457,39.14,30000,-252.93817066939192,Open,False
12,17.Feb 2020 09:01:52,ruicheng,14.33,15.21,13.68,0.9454,39.14,30000,-252.93817066939192,Open,False
13,17.Feb 2020 09:06:56,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
14,17.Feb 2020 09:12:00,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
15,17.Feb 2020 09:17:03,ruicheng,14.34,15.2,13.68,0.9461,39.14,30000,-252.93817066939192,Open,False
16,17.Feb 2020 09:22:08,ruicheng,14.34,15.21,13.68,0.9457,39.14,30000,-252.93817066939192,Open,False
17,17.Feb 2020 09:27:11,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
18,17.Feb 2020 09:32:15,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
19,17.Feb 2020 09:37:18,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
20,17.Feb 2020 09:42:21,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
21,17.Feb 2020 09:47:23,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
22,17.Feb 2020 09:52:26,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
23,17.Feb 2020 09:57:29,ruicheng,14.35,15.2,13.68,0.9465,39.14,30000,-252.93817066939192,Open,False
24,17.Feb 2020 10:02:33,ruicheng,14.35,15.17,13.68,0.9478,39.14,30000,-252.93817066939192,Open,False
25,17.Feb 2020 10:07:37,ruicheng,14.35,15.15,13.68,0.9488,39.14,30000,-252.93817066939192,Open,False
26,17.Feb 2020 10:12:41,ruicheng,14.35,15.15,13.68,0.9488,39.14,30000,-252.93817066939192,Open,False
27,17.Feb 2020 10:17:45,ruicheng,14.35,15.15,13.68,0.9488,39.14,30000,-252.93817066939192,Open,False
28,17.Feb 2020 10:22:49,ruicheng,14.35,15.15,13.68,0.9488,39.14,30000,-252.93817066939192,Open,False
29,17.Feb 2020 10:27:52,ruicheng,14.35,15.15,13.68,0.9488,39.14,30000,-252.93817066939192,Open,False
