,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,04.Jan 2020 08:01:16,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,True
1,04.Jan 2020 08:06:24,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
2,04.Jan 2020 08:11:28,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
3,04.Jan 2020 08:16:34,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
4,04.Jan 2020 08:21:39,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
5,04.Jan 2020 08:26:44,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
6,04.Jan 2020 08:31:48,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
7,04.Jan 2020 08:36:52,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
8,04.Jan 2020 08:41:56,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
9,04.Jan 2020 08:47:01,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
10,04.Jan 2020 08:52:05,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
11,04.Jan 2020 08:57:09,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
12,04.Jan 2020 09:02:15,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
13,04.Jan 2020 09:07:20,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
14,04.Jan 2020 09:12:24,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
15,04.Jan 2020 09:17:30,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
16,04.Jan 2020 09:22:35,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
17,04.Jan 2020 09:27:40,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
18,04.Jan 2020 09:32:44,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
19,04.Jan 2020 09:37:49,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
20,04.Jan 2020 09:42:54,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
21,04.Jan 2020 09:47:59,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
22,04.Jan 2020 09:53:03,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
23,04.Jan 2020 09:58:08,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
24,04.Jan 2020 10:03:14,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
25,04.Jan 2020 10:08:20,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
26,04.Jan 2020 10:13:25,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
27,04.Jan 2020 10:18:30,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
28,04.Jan 2020 10:23:36,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
29,04.Jan 2020 10:28:40,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
30,04.Jan 2020 10:33:46,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
31,04.Jan 2020 10:38:50,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
32,04.Jan 2020 10:43:56,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
33,04.Jan 2020 10:49:00,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
34,04.Jan 2020 10:54:04,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
35,04.Jan 2020 10:59:09,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
36,04.Jan 2020 11:04:14,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
37,04.Jan 2020 11:09:20,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
38,04.Jan 2020 11:14:24,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
39,04.Jan 2020 11:19:29,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
40,04.Jan 2020 11:24:33,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
41,04.Jan 2020 11:29:37,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
42,04.Jan 2020 11:34:41,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
43,04.Jan 2020 11:39:46,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
44,04.Jan 2020 11:44:51,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
45,04.Jan 2020 11:49:55,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
46,04.Jan 2020 11:55:01,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
47,04.Jan 2020 12:00:07,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
48,04.Jan 2020 12:05:12,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
49,04.Jan 2020 12:10:17,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
50,04.Jan 2020 12:15:22,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
51,04.Jan 2020 12:20:27,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
52,04.Jan 2020 12:25:32,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
53,04.Jan 2020 12:30:36,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
54,04.Jan 2020 12:35:41,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
55,04.Jan 2020 12:40:46,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
56,04.Jan 2020 12:45:52,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
57,04.Jan 2020 12:50:58,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
58,04.Jan 2020 12:56:03,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
59,04.Jan 2020 13:01:07,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
60,04.Jan 2020 13:06:12,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
61,04.Jan 2020 13:11:21,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
62,04.Jan 2020 13:16:32,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
63,04.Jan 2020 13:21:43,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
64,04.Jan 2020 13:26:51,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
65,04.Jan 2020 13:32:00,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
66,04.Jan 2020 13:37:05,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
67,04.Jan 2020 13:42:19,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
68,04.Jan 2020 13:47:23,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
69,04.Jan 2020 13:52:28,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
70,04.Jan 2020 13:57:32,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
71,04.Jan 2020 14:02:37,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
72,04.Jan 2020 14:07:42,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
73,04.Jan 2020 14:12:47,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
74,04.Jan 2020 14:17:52,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
75,04.Jan 2020 14:22:57,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
76,04.Jan 2020 14:28:00,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
77,04.Jan 2020 14:33:06,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
78,04.Jan 2020 14:38:10,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
79,04.Jan 2020 14:43:16,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
80,04.Jan 2020 14:48:19,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
81,04.Jan 2020 14:53:24,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
82,04.Jan 2020 14:58:28,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
83,04.Jan 2020 15:03:32,ruicheng,15.025,16.725,14.02,0.9247,51.88,30000,-190.82498072474942,Open,False
