,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,09.Feb 2020 08:04:02,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
1,09.Feb 2020 08:09:19,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
2,09.Feb 2020 08:14:35,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
3,09.Feb 2020 08:19:58,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
4,09.Feb 2020 08:25:14,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
5,09.Feb 2020 08:30:30,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
6,09.Feb 2020 08:35:46,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
7,09.Feb 2020 08:41:02,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
8,09.Feb 2020 08:46:17,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
9,09.Feb 2020 08:51:34,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
10,09.Feb 2020 08:56:53,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
11,09.Feb 2020 09:02:10,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
12,09.Feb 2020 09:07:24,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
13,09.Feb 2020 09:12:40,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
14,09.Feb 2020 09:17:56,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
15,09.Feb 2020 09:23:11,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
16,09.Feb 2020 09:28:27,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
17,09.Feb 2020 09:33:44,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
18,09.Feb 2020 09:38:59,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
19,09.Feb 2020 09:44:14,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
20,09.Feb 2020 09:49:29,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
21,09.Feb 2020 09:54:43,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
22,09.Feb 2020 09:59:57,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
23,09.Feb 2020 10:05:11,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
24,09.Feb 2020 10:10:29,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
25,09.Feb 2020 10:15:44,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
26,09.Feb 2020 10:20:58,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
27,09.Feb 2020 10:26:13,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
28,09.Feb 2020 10:31:28,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
29,09.Feb 2020 10:36:43,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
30,09.Feb 2020 10:41:59,ruicheng,16.025,16.225,15.47,0.9749,43.65,30000,0,Close,True
