,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,29.Feb 2020 08:04:52,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
1,29.Feb 2020 08:09:59,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
2,29.Feb 2020 08:15:05,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
3,29.Feb 2020 08:20:10,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
4,29.Feb 2020 08:25:17,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
5,29.Feb 2020 08:30:22,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
6,29.Feb 2020 08:35:29,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
7,29.Feb 2020 08:40:35,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
8,29.Feb 2020 08:45:41,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
9,29.Feb 2020 08:50:47,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
10,29.Feb 2020 08:55:54,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
11,29.Feb 2020 09:01:00,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
12,29.Feb 2020 09:06:06,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
13,29.Feb 2020 09:11:12,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
14,29.Feb 2020 09:16:18,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
15,29.Feb 2020 09:21:24,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
16,29.Feb 2020 09:26:30,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
17,29.Feb 2020 09:31:36,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
18,29.Feb 2020 09:36:41,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
19,29.Feb 2020 09:41:49,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
20,29.Feb 2020 09:46:54,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
21,29.Feb 2020 09:52:00,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
22,29.Feb 2020 09:57:06,ruicheng,26.325,23.025,40.11,1.4103,104.5,30000,0,Close,True
