,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,13.Dec 2019 08:01:44,tao,13.2,15.75,12.85,0.8701,59.99,30000,-200.03333888981496,Open,True
1,13.Dec 2019 08:07:03,tao,13.25,15.75,12.98,0.8739,59.99,30000,-200.03333888981496,Open,False
2,13.Dec 2019 08:12:06,tao,13.4,15.9,13.23,0.8769,59.99,30000,-200.03333888981496,Open,False
3,13.Dec 2019 08:17:10,tao,13.35,15.8,13.18,0.8785,59.99,30000,-200.03333888981496,Open,False
4,13.Dec 2019 08:22:14,tao,13.3,15.75,13.14,0.8783,59.99,30000,-200.03333888981496,Open,False
5,13.Dec 2019 08:27:18,tao,13.25,15.75,13.12,0.8764,59.99,30000,-200.03333888981496,Open,False
6,13.Dec 2019 08:32:22,tao,13.25,15.7,13.07,0.8776,59.99,30000,-200.03333888981496,Open,False
7,13.Dec 2019 08:37:25,tao,13.25,15.78,13.11,0.875,59.99,30000,-200.03333888981496,Open,False
8,13.Dec 2019 08:42:28,tao,13.25,15.7,13.04,0.8771,59.99,30000,-200.03333888981496,Open,False
9,13.Dec 2019 08:47:32,tao,13.15,15.7,12.91,0.8716,59.99,30000,-200.03333888981496,Open,False
10,13.Dec 2019 08:52:37,tao,13.15,15.7,12.96,0.8725,59.99,30000,-200.03333888981496,Open,False
11,13.Dec 2019 08:57:40,tao,13.2,15.72,12.97,0.8734,58.4,30000,-205.47945205479454,Open,False
12,13.Dec 2019 09:02:44,tao,13.2,15.7,12.97,0.8743,58.4,30000,-205.47945205479454,Open,False
13,13.Dec 2019 09:07:48,tao,13.21,15.73,12.99,0.8737,58.4,30000,-205.47945205479454,Open,False
14,13.Dec 2019 09:12:52,tao,13.25,15.75,13.01,0.8745,58.32,30000,-205.76131687242798,Open,False
15,13.Dec 2019 09:17:56,tao,13.45,15.85,13.19,0.8798,58.11,30000,-206.50490449148168,Open,False
16,13.Dec 2019 09:23:00,tao,13.7,16.0,13.84,0.8926,58.11,30000,-206.50490449148168,Open,False
17,13.Dec 2019 09:28:05,tao,13.85,16.0,13.87,0.8977,58.7,30000,-204.42930153321976,Open,False
18,13.Dec 2019 09:33:09,tao,13.85,16.05,13.87,0.8956,60.88,30000,-197.10906701708277,Open,False
19,13.Dec 2019 09:38:13,tao,13.7,16.0,13.87,0.8931,60.18,30000,-199.40179461615153,Open,False
20,13.Dec 2019 09:43:17,tao,13.85,16.05,14.11,0.8997,60.0,30000,-200.0,Open,False
21,13.Dec 2019 09:48:20,tao,13.71,15.92,14.03,0.8995,60.41,30000,-198.6426088395961,Open,False
22,13.Dec 2019 09:53:25,tao,13.7,15.9,13.82,0.8964,59.38,30000,-202.08824520040417,Open,False
23,13.Dec 2019 09:58:29,tao,13.67,15.95,13.89,0.8946,59.25,30000,-202.53164556962025,Open,False
24,13.Dec 2019 10:03:33,tao,13.5,15.8,13.68,0.892,57.59,30000,-208.36950859524222,Open,False
25,13.Dec 2019 10:08:36,tao,13.5,15.77,13.62,0.8921,57.39,30000,-209.09566126502875,Open,False
26,13.Dec 2019 10:13:40,tao,13.05,15.67,13.09,0.873,57.2,30000,-209.7902097902098,Open,False
27,13.Dec 2019 10:18:45,tao,13.06,15.58,12.72,0.8703,57.59,30000,-208.36950859524222,Open,False
28,13.Dec 2019 10:23:49,tao,13.0,15.58,12.64,0.867,57.46,30000,-208.84093282283328,Open,False
29,13.Dec 2019 10:28:54,tao,13.07,15.63,12.86,0.8711,57.22,30000,-209.71688220901783,Open,False
30,13.Dec 2019 10:33:58,tao,13.04,15.61,12.82,0.8703,58.95,30000,-203.5623409669211,Open,False
31,13.Dec 2019 10:39:03,tao,12.95,15.62,12.73,0.8654,60.11,30000,-199.63400432540342,Open,False
32,13.Dec 2019 10:44:09,tao,13.5,15.75,13.42,0.8895,58.46,30000,-205.26855969893944,Open,False
33,13.Dec 2019 10:49:15,tao,13.6,15.92,13.91,0.8941,58.23,30000,-206.07934054611027,Open,False
34,13.Dec 2019 10:54:18,tao,13.36,15.72,13.45,0.8869,59.3,30000,-202.36087689713324,Open,False
35,13.Dec 2019 10:59:23,tao,13.41,15.72,13.43,0.8881,59.71,30000,-200.9713615809747,Open,False
36,13.Dec 2019 11:04:28,tao,13.56,15.81,13.57,0.8915,59.0,30000,-203.38983050847457,Open,False
37,13.Dec 2019 11:09:32,tao,13.58,15.83,13.68,0.8932,58.85,30000,-203.90824129141885,Open,False
38,13.Dec 2019 11:14:36,tao,13.52,15.81,13.56,0.8901,59.05,30000,-203.21761219305674,Open,False
39,13.Dec 2019 11:19:41,tao,13.45,15.72,13.44,0.8895,59.99,30000,-200.03333888981496,Open,False
40,13.Dec 2019 11:24:46,tao,13.52,15.82,13.53,0.8891,60.55,30000,-198.1833195706028,Open,False
41,13.Dec 2019 11:29:50,tao,13.72,15.95,13.84,0.8953,61.38,30000,-195.50342130987292,Open,False
42,13.Dec 2019 11:34:55,tao,13.85,16.0,14.06,0.9009,60.9,30000,-162.5615763546798,Open,False
43,13.Dec 2019 11:39:59,tao,14.0,16.07,14.32,0.907,59.71,30000,-165.80137330430412,Open,False
44,13.Dec 2019 11:45:05,tao,13.85,15.97,14.1,0.9029,59.65,30000,-165.96814752724225,Open,False
45,13.Dec 2019 11:50:09,tao,13.65,15.87,13.91,0.8976,59.4,30000,-202.02020202020202,Open,False
46,13.Dec 2019 11:55:13,tao,13.61,15.86,13.9,0.8967,59.21,30000,-202.66846816416145,Open,False
47,13.Dec 2019 12:00:18,tao,13.55,15.82,13.81,0.8949,58.67,30000,-204.53383330492585,Open,False
48,13.Dec 2019 12:05:22,tao,13.45,15.78,13.78,0.893,58.25,30000,-206.00858369098714,Open,False
49,13.Dec 2019 12:10:27,tao,13.35,15.75,13.65,0.8889,57.82,30000,-207.54064337599448,Open,False
50,13.Dec 2019 12:15:32,tao,13.3,15.69,13.55,0.8881,57.96,30000,-207.0393374741201,Open,False
51,13.Dec 2019 12:20:37,tao,13.25,15.66,13.4,0.8851,58.14,30000,-206.39834881320948,Open,False
52,13.Dec 2019 12:25:42,tao,13.25,15.7,13.4,0.8835,57.89,30000,-207.28968733805493,Open,False
53,13.Dec 2019 12:30:48,tao,13.25,15.7,13.44,0.8842,57.75,30000,-207.7922077922078,Open,False
54,13.Dec 2019 12:35:52,tao,13.3,15.65,13.37,0.8865,57.91,30000,-207.21809704714212,Open,False
55,13.Dec 2019 12:40:55,tao,13.25,15.65,13.36,0.8848,57.62,30000,-208.26102047900036,Open,False
56,13.Dec 2019 12:45:59,tao,13.25,15.62,13.38,0.8864,57.72,30000,-207.9002079002079,Open,False
57,13.Dec 2019 12:51:02,tao,13.2,15.62,13.33,0.884,57.8,30000,-207.61245674740485,Open,False
58,13.Dec 2019 12:56:07,tao,13.25,15.6,13.43,0.8881,57.86,30000,-207.39716557207052,Open,False
59,13.Dec 2019 13:01:10,tao,13.25,15.6,13.47,0.8889,57.43,30000,-208.95002611875327,Open,False
60,13.Dec 2019 13:06:15,tao,13.2,15.6,13.45,0.887,57.15,30000,-209.9737532808399,Open,False
61,13.Dec 2019 13:11:19,tao,13.15,15.6,13.19,0.8808,57.24,30000,-209.64360587002096,Open,False
62,13.Dec 2019 13:16:23,tao,13.15,15.56,13.14,0.8815,57.24,30000,-209.64360587002096,Open,False
63,13.Dec 2019 13:21:27,tao,13.13,15.55,13.16,0.8817,57.33,30000,-209.31449502878075,Open,False
64,13.Dec 2019 13:26:31,tao,13.1,15.57,13.13,0.8794,57.3,30000,-209.4240837696335,Open,False
65,13.Dec 2019 13:31:35,tao,13.15,15.58,13.12,0.8803,57.4,30000,-209.05923344947735,Open,False
66,13.Dec 2019 13:36:39,tao,13.15,15.55,13.18,0.8826,57.39,30000,-209.09566126502875,Open,False
67,13.Dec 2019 13:41:43,tao,13.15,15.58,13.25,0.8827,57.46,30000,-208.84093282283328,Open,False
68,13.Dec 2019 13:46:47,tao,13.15,15.58,13.33,0.8841,57.31,30000,-209.38754144128424,Open,False
69,13.Dec 2019 13:51:51,tao,13.15,15.58,13.31,0.8837,57.03,30000,-210.41557075223565,Open,False
70,13.Dec 2019 13:56:55,tao,13.15,15.59,13.32,0.8835,56.93,30000,-210.78517477604075,Open,False
71,13.Dec 2019 14:01:59,tao,13.1,15.56,13.26,0.8821,56.59,30000,-212.05159922247745,Open,False
72,13.Dec 2019 14:07:04,tao,13.07,15.5,13.2,0.8826,56.84,30000,-211.118930330753,Open,False
73,13.Dec 2019 14:12:08,tao,13.0,15.45,13.11,0.8809,56.78,30000,-211.34202183867558,Open,False
74,13.Dec 2019 14:17:12,tao,13.06,15.52,13.13,0.8802,56.7,30000,-211.64021164021162,Open,False
75,13.Dec 2019 14:22:16,tao,13.06,15.53,13.11,0.8794,56.7,30000,-211.64021164021162,Open,False
76,13.Dec 2019 14:27:20,tao,13.06,15.55,13.12,0.8788,56.71,30000,-211.60289190618937,Open,False
77,13.Dec 2019 14:32:24,tao,13.1,15.45,13.1,0.8838,56.87,30000,-211.00756110427292,Open,False
78,13.Dec 2019 14:37:28,tao,13.08,15.55,13.13,0.8796,57.01,30000,-210.48938782669708,Open,False
79,13.Dec 2019 14:42:32,tao,13.15,15.55,13.09,0.881,57.03,30000,-210.41557075223565,Open,False
80,13.Dec 2019 14:47:36,tao,13.11,15.55,13.13,0.8805,56.77,30000,-211.3792496036639,Open,False
81,13.Dec 2019 14:52:40,tao,13.1,15.53,13.08,0.8801,56.61,30000,-211.97668256491787,Open,False
82,13.Dec 2019 14:57:46,tao,13.08,15.55,13.05,0.8781,55.96,30000,-214.43888491779842,Open,False
83,13.Dec 2019 15:02:50,tao,13.05,15.49,12.99,0.8786,55.97,30000,-214.40057173485798,Open,False
84,13.Dec 2019 15:07:54,tao,12.93,15.4,12.81,0.8753,55.71,30000,-215.4011847065159,Open,False
85,13.Dec 2019 15:12:58,tao,12.9,15.41,12.74,0.8727,55.65,30000,-215.63342318059298,Open,False
86,13.Dec 2019 15:18:02,tao,12.8,15.39,12.69,0.8694,55.5,30000,-216.21621621621622,Open,False
87,13.Dec 2019 15:23:06,tao,12.8,15.36,12.69,0.8707,55.62,30000,-215.74973031283713,Open,False
88,13.Dec 2019 15:28:10,tao,12.77,15.35,12.6,0.8685,55.42,30000,-216.52832912306027,Open,False
89,13.Dec 2019 15:33:14,tao,12.76,15.37,12.61,0.8675,55.24,30000,-217.23388848660392,Open,False
90,13.Dec 2019 15:38:19,tao,12.8,15.33,12.64,0.871,55.42,30000,-216.52832912306027,Open,False
91,13.Dec 2019 15:43:23,tao,12.76,15.3,12.64,0.871,55.07,30000,-217.9044852006537,Open,False
