,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,16.Feb 2020 08:03:53,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,True
1,16.Feb 2020 08:09:00,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
2,16.Feb 2020 08:14:04,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
3,16.Feb 2020 08:19:09,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
4,16.Feb 2020 08:24:13,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
5,16.Feb 2020 08:29:17,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
6,16.Feb 2020 08:34:22,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
7,16.Feb 2020 08:39:26,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
8,16.Feb 2020 08:44:30,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
9,16.Feb 2020 08:49:35,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
10,16.Feb 2020 08:54:39,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
11,16.Feb 2020 08:59:43,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
12,16.Feb 2020 09:04:47,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
13,16.Feb 2020 09:09:51,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
14,16.Feb 2020 09:14:55,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
15,16.Feb 2020 09:19:59,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
16,16.Feb 2020 09:25:03,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
17,16.Feb 2020 09:30:07,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
18,16.Feb 2020 09:35:13,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
19,16.Feb 2020 09:40:18,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
20,16.Feb 2020 09:45:21,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
21,16.Feb 2020 09:50:25,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
22,16.Feb 2020 09:55:30,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
23,16.Feb 2020 10:00:34,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
24,16.Feb 2020 10:05:38,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
25,16.Feb 2020 10:10:43,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
26,16.Feb 2020 10:15:48,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
27,16.Feb 2020 10:20:52,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
28,16.Feb 2020 10:25:56,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
29,16.Feb 2020 10:31:01,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
30,16.Feb 2020 10:36:05,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
31,16.Feb 2020 10:41:09,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
32,16.Feb 2020 10:46:13,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
33,16.Feb 2020 10:51:17,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
34,16.Feb 2020 10:56:21,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
35,16.Feb 2020 11:01:25,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
36,16.Feb 2020 11:06:29,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
37,16.Feb 2020 11:11:33,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
38,16.Feb 2020 11:16:38,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
39,16.Feb 2020 11:21:41,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
40,16.Feb 2020 11:26:45,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
41,16.Feb 2020 11:31:49,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
42,16.Feb 2020 11:36:53,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
43,16.Feb 2020 11:41:57,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
44,16.Feb 2020 11:47:01,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
45,16.Feb 2020 11:52:05,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
46,16.Feb 2020 11:57:09,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
47,16.Feb 2020 12:02:13,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
48,16.Feb 2020 12:07:17,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
49,16.Feb 2020 12:12:19,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
50,16.Feb 2020 12:17:23,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
51,16.Feb 2020 12:22:27,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
52,16.Feb 2020 12:27:31,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
53,16.Feb 2020 12:32:35,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
54,16.Feb 2020 12:37:40,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
55,16.Feb 2020 12:42:44,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
56,16.Feb 2020 12:47:48,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
57,16.Feb 2020 12:52:52,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
58,16.Feb 2020 12:57:56,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
59,16.Feb 2020 13:03:01,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
60,16.Feb 2020 13:08:06,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
61,16.Feb 2020 13:13:15,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
62,16.Feb 2020 13:18:22,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
63,16.Feb 2020 13:23:26,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
64,16.Feb 2020 13:28:36,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
65,16.Feb 2020 13:33:43,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
66,16.Feb 2020 13:38:53,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
67,16.Feb 2020 13:43:59,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
68,16.Feb 2020 13:49:05,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
69,16.Feb 2020 13:54:15,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
70,16.Feb 2020 13:59:19,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
71,16.Feb 2020 14:04:23,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
72,16.Feb 2020 14:09:27,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
73,16.Feb 2020 14:14:31,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
74,16.Feb 2020 14:19:35,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
75,16.Feb 2020 14:24:39,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
76,16.Feb 2020 14:29:44,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
77,16.Feb 2020 14:34:49,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
78,16.Feb 2020 14:39:53,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
79,16.Feb 2020 14:44:57,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
80,16.Feb 2020 14:50:01,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
81,16.Feb 2020 14:55:05,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
82,16.Feb 2020 15:00:09,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
83,16.Feb 2020 15:05:14,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
84,16.Feb 2020 15:10:18,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
85,16.Feb 2020 15:15:22,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
86,16.Feb 2020 15:20:26,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
87,16.Feb 2020 15:25:30,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
88,16.Feb 2020 15:30:34,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
89,16.Feb 2020 15:35:39,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
90,16.Feb 2020 15:40:42,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
91,16.Feb 2020 15:45:47,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
92,16.Feb 2020 15:50:51,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
93,16.Feb 2020 15:55:55,tao,14.425,15.425,13.68,0.9386,39.14,30000,-252.93817066939192,Open,False
