,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,26.Dec 2019 12:05:23,ruicheng,14.5,16.47,12.69,0.8764,49.75,30000,-241.20603015075378,Open,True
1,26.Dec 2019 12:10:30,ruicheng,14.55,16.45,12.67,0.8741,49.74,30000,-241.25452352231602,Open,False
2,26.Dec 2019 12:15:33,ruicheng,14.5,16.45,12.68,0.8762,49.92,30000,-240.3846153846154,Open,False
3,26.Dec 2019 12:20:37,ruicheng,14.55,16.47,12.68,0.8744,49.94,30000,-240.28834601521828,Open,False
4,26.Dec 2019 12:25:44,ruicheng,14.6,16.49,12.7,0.8736,49.96,30000,-240.1921537229784,Open,False
5,26.Dec 2019 12:30:49,ruicheng,14.6,16.55,12.71,0.8734,49.99,30000,-240.04800960192037,Open,False
6,26.Dec 2019 12:35:54,ruicheng,14.55,16.51,12.73,0.8765,49.95,30000,-240.24024024024024,Open,False
7,26.Dec 2019 12:41:00,ruicheng,14.6,16.5,12.71,0.874,49.96,30000,-240.1921537229784,Open,False
8,26.Dec 2019 12:46:06,ruicheng,14.6,16.51,12.68,0.8723,49.96,30000,-240.1921537229784,Open,False
9,26.Dec 2019 12:51:11,ruicheng,14.6,16.52,12.68,0.8722,49.98,30000,-240.09603841536617,Open,False
10,26.Dec 2019 12:56:17,ruicheng,14.55,16.51,12.68,0.8739,49.98,30000,-240.09603841536617,Open,False
11,26.Dec 2019 13:01:21,ruicheng,14.57,16.52,12.66,0.8721,49.93,30000,-240.33647105948327,Open,False
12,26.Dec 2019 13:06:28,ruicheng,14.57,16.52,12.67,0.8726,49.94,30000,-240.28834601521828,Open,False
13,26.Dec 2019 13:11:32,ruicheng,14.57,16.52,12.64,0.871,50.04,30000,-239.80815347721824,Open,False
14,26.Dec 2019 13:16:37,ruicheng,14.58,16.52,12.65,0.8713,49.98,30000,-240.09603841536617,Open,False
15,26.Dec 2019 13:21:42,ruicheng,14.58,16.5,12.65,0.8715,49.92,30000,-240.3846153846154,Open,False
16,26.Dec 2019 13:26:47,ruicheng,14.58,16.5,12.61,0.8694,49.92,30000,-240.3846153846154,Open,False
17,26.Dec 2019 13:31:52,ruicheng,14.58,16.51,12.6,0.8688,49.98,30000,-240.09603841536617,Open,False
18,26.Dec 2019 13:36:55,ruicheng,14.55,16.5,12.61,0.8703,49.95,30000,-240.24024024024024,Open,False
19,26.Dec 2019 13:42:02,ruicheng,14.58,16.52,12.6,0.8687,49.94,30000,-240.28834601521828,Open,False
20,26.Dec 2019 13:47:07,ruicheng,14.55,16.5,12.62,0.8709,49.96,30000,-240.1921537229784,Open,False
21,26.Dec 2019 13:52:12,ruicheng,14.6,16.5,12.6,0.8683,49.99,30000,-240.04800960192037,Open,False
22,26.Dec 2019 13:57:18,ruicheng,14.6,16.5,12.6,0.8683,50.0,30000,-240.0,Open,False
23,26.Dec 2019 14:02:23,ruicheng,14.58,16.51,12.63,0.8703,50.02,30000,-239.90403838464613,Open,False
24,26.Dec 2019 14:07:27,ruicheng,14.58,16.52,12.62,0.8697,50.0,30000,-240.0,Open,False
25,26.Dec 2019 14:12:32,ruicheng,14.57,16.52,12.62,0.87,50.03,30000,-239.85608634819107,Open,False
26,26.Dec 2019 14:17:38,ruicheng,14.57,16.52,12.6,0.869,50.03,30000,-239.85608634819107,Open,False
27,26.Dec 2019 14:22:42,ruicheng,14.57,16.51,12.59,0.8686,50.0,30000,-240.0,Open,False
28,26.Dec 2019 14:27:47,ruicheng,14.6,16.52,12.59,0.8675,50.0,30000,-240.0,Open,False
29,26.Dec 2019 14:32:51,ruicheng,14.56,16.52,12.6,0.8693,50.0,30000,-240.0,Open,False
30,26.Dec 2019 14:37:57,ruicheng,14.55,16.52,12.62,0.8706,50.05,30000,-239.76023976023978,Open,False
31,26.Dec 2019 14:43:03,ruicheng,14.55,16.52,12.63,0.8711,50.05,30000,-239.76023976023978,Open,False
32,26.Dec 2019 14:48:07,ruicheng,14.56,16.5,12.63,0.8711,50.09,30000,-239.56877620283487,Open,False
33,26.Dec 2019 14:53:11,ruicheng,14.6,16.52,12.65,0.8707,50.03,30000,-239.85608634819107,Open,False
34,26.Dec 2019 14:58:16,ruicheng,14.56,16.52,12.63,0.8708,50.03,30000,-239.85608634819107,Open,False
35,26.Dec 2019 15:03:20,ruicheng,14.56,16.52,12.63,0.8708,50.04,30000,-239.80815347721824,Open,False
36,26.Dec 2019 15:08:25,ruicheng,14.57,16.52,12.63,0.8705,50.04,30000,-239.80815347721824,Open,False
37,26.Dec 2019 15:13:30,ruicheng,14.56,16.53,12.66,0.8723,50.0,30000,-240.0,Open,False
38,26.Dec 2019 15:18:34,ruicheng,14.6,16.52,12.66,0.8712,50.03,30000,-239.85608634819107,Open,False
39,26.Dec 2019 15:23:40,ruicheng,14.6,16.53,12.65,0.8705,49.95,30000,-240.24024024024024,Open,False
40,26.Dec 2019 15:28:46,ruicheng,14.56,16.53,12.63,0.8707,50.06,30000,-239.71234518577705,Open,False
41,26.Dec 2019 15:33:50,ruicheng,14.6,16.51,12.58,0.8672,50.26,30000,-238.758456028651,Open,False
42,26.Dec 2019 15:38:55,ruicheng,14.56,16.5,12.6,0.8695,50.21,30000,-238.99621589324835,Open,False
43,26.Dec 2019 15:44:00,ruicheng,14.63,16.57,12.62,0.8675,50.03,30000,-239.85608634819107,Open,False
