,time,user,vix_mth1,vix_mth2,vix_spot,wa_ratio,market_px,capital,position,log,email_sent
0,01.Jan 2020 08:04:47,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,True
1,01.Jan 2020 08:09:53,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
2,01.Jan 2020 08:14:57,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
3,01.Jan 2020 08:20:01,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
4,01.Jan 2020 08:25:05,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
5,01.Jan 2020 08:30:09,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
6,01.Jan 2020 08:35:13,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
7,01.Jan 2020 08:40:17,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
8,01.Jan 2020 08:45:21,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
9,01.Jan 2020 08:50:24,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
10,01.Jan 2020 08:55:29,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
11,01.Jan 2020 09:00:33,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
12,01.Jan 2020 09:05:37,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
13,01.Jan 2020 09:10:41,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
14,01.Jan 2020 09:15:45,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
15,01.Jan 2020 09:20:50,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
16,01.Jan 2020 09:25:55,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
17,01.Jan 2020 09:30:58,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
18,01.Jan 2020 09:36:02,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
19,01.Jan 2020 09:41:06,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
20,01.Jan 2020 09:46:10,ruicheng,14.625,16.625,13.78,0.927,51.32,30000,-192.90724863600934,Open,False
