,date,1st mth,2nd mth,VIX,current_expire,previous_expire,next_expire,TTM,Period,ratio1,ratio2,sa_ratio,wa_ratio,enter,setup_coef,open,close,volume,high,low,capital,daily_pnl,unrealized_pnl,realized_pnl,position,trade_logs,date_int
10,2011-01-18,15.9,17.85,15.87,2011-01-19,2010-12-22,2011-02-16,1 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9981132075471697,0.8907563025210083,0.944434755034089,0.8945904777005141,True,0.4,113125000.0,105700000.0,0,113250000.0,105225000.0,11289.35358985323,288.80985539311854,0.0,288.80985539311854,-3.889695022129543e-05,daily rebalance,20110118
11,2011-01-19,18.75,20.9,17.31,2011-01-19,2010-12-22,2011-02-16,0 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9231999999999999,0.8971291866028709,0.9101645933014354,0.8971291866028709,True,0.4,107475000.0,117125000.0,0,121500000.0,107050000.0,11289.35358985323,-405.4608500286902,-405.4608500286902,0.0,-4.2016668396755457e-05,hold,20110119
12,2011-01-20,18.65,20.85,17.99,2011-01-19,2010-12-22,2011-02-16,27 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9646112600536193,0.8944844124700239,0.9295478362618216,0.9621067297827766,False,0.3,118975000.0,115575000.0,0,124000000.0,114500000.0,11289.35358985323,142.85667254896856,-262.6041774797216,0.0,-4.2016668396755457e-05,hold,20110120
13,2011-01-21,18.85,21.0,18.47,2011-01-19,2010-12-22,2011-02-16,26 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9798408488063659,0.8976190476190476,0.9387299482127067,0.9739678630072718,False,0.3,108575000.0,118125000.0,0,118500000.0,108375000.0,11026.749412373509,0.0,0.0,0.0,0.0,closed by exit signal,20110121
14,2011-01-24,18.4,20.55,17.65,2011-01-19,2010-12-22,2011-02-16,23 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9592391304347826,0.8953771289537712,0.9273081296942769,0.9478352015988877,True,0.3,118000000.0,112775000.0,0,119950000.0,111075000.0,11026.749412373509,0.0,0.0,0.0,0.0,closed by exit signal,20110124
15,2011-01-25,18.2,20.35,17.59,2011-01-19,2010-12-22,2011-02-16,22 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9664835164835165,0.8943488943488942,0.9304162054162053,0.9510260974546689,False,0.3,114050000.0,110000000.0,0,118425000.0,109825000.0,11144.219824789412,117.47041241590367,0.0,117.47041241590367,-2.9005040102692262e-05,daily rebalance,20110125
16,2011-01-26,17.55,19.75,16.64,2011-01-19,2010-12-22,2011-02-16,21 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9481481481481482,0.8886075949367089,0.9183778715424286,0.9332630098452883,True,0.3,107525000.0,103350000.0,0,109275000.0,102100000.0,11144.219824789412,0.0,0.0,0.0,0.0,closed by exit signal,20110126
17,2011-01-27,17.25,19.4,16.15,2011-01-19,2010-12-22,2011-02-16,20 days 00:00:00.000000000,28 days 00:00:00.000000000,0.936231884057971,0.8891752577319588,0.9127035708949649,0.9227871336791104,True,0.3,102700000.0,99000000.0,0,104900000.0,98750000.0,11264.66854928324,120.44872449382909,0.0,120.44872449382909,-3.255370932265651e-05,daily rebalance,20110127
18,2011-01-28,19.4,20.65,20.04,2011-01-19,2010-12-22,2011-02-16,19 days 00:00:00.000000000,28 days 00:00:00.000000000,1.0329896907216496,0.9394673123486683,0.986228501535159,1.00292892624462,False,0.3,98550000.0,115275000.0,0,118325000.0,95800000.0,11264.66854928324,-573.5207960023203,-573.5207960023203,0.0,-3.4291228460527366e-05,hold,20110128
19,2011-01-31,19.1,20.45,19.53,2011-01-19,2010-12-22,2011-02-16,16 days 00:00:00.000000000,28 days 00:00:00.000000000,1.0225130890052356,0.9339853300733497,0.9782492095392927,0.9845726208915703,False,0.3,112000000.0,114100000.0,0,116400000.0,111175000.0,10691.14775328092,0.0,0.0,0.0,0.0,closed by exit signal,20110131
20,2011-02-01,17.95,19.6,17.63,2011-02-16,2011-01-19,2011-03-16,15 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9821727019498607,0.9158163265306122,0.9489945142402365,0.9513643847909239,False,0.3,108350000.0,103625000.0,0,109125000.0,101250000.0,10691.14775328092,0.0,0.0,0.0,0.0,closed by exit signal,20110201
21,2011-02-02,18.05,19.55,17.3,2011-02-16,2011-01-19,2011-03-16,14 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9584487534626038,0.9232736572890026,0.9408612053758032,0.9408612053758032,True,0.3,106000000.0,103025000.0,0,106000000.0,100000000.0,10691.14775328092,0.0,0.0,0.0,0.0,closed by exit signal,20110202
22,2011-02-03,17.7,19.35,16.69,2011-02-16,2011-01-19,2011-03-16,13 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9429378531073448,0.9147286821705425,0.9288332676389437,0.9278257972483435,True,0.3,103625000.0,100000000.0,0,108625000.0,99500000.0,10803.346770715834,112.19901743491437,0.0,112.19901743491437,-3.095145308549362e-05,daily rebalance,20110203
23,2011-02-04,17.25,18.85,15.93,2011-02-16,2011-01-19,2011-03-16,12 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9234782608695652,0.9151193633952254,0.9192988121323953,0.9187017480270852,True,0.3,99475000.0,95325000.0,0,101375000.0,94750000.0,10938.558298532284,135.2115278164485,0.0,135.2115278164485,-3.258109104010807e-05,daily rebalance,20110204
24,2011-02-07,16.95,18.45,16.28,2011-02-16,2011-01-19,2011-03-16,9 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9604719764011801,0.9186991869918699,0.9395855816965251,0.9321261550162911,True,0.3,93150000.0,92350000.0,0,93150000.0,90000000.0,10966.741379494686,28.183080962402016,0.0,28.183080962402016,-3.522885120300252e-05,daily rebalance,20110207
25,2011-02-08,16.85,18.2,15.81,2011-02-16,2011-01-19,2011-03-16,8 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9382789317507418,0.925824175824176,0.932051553787459,0.9293826775174805,True,0.3,92525000.0,89875000.0,0,95175000.0,88900000.0,11060.970608316067,94.22922882138097,0.0,94.22922882138097,-3.5558199555238105e-05,daily rebalance,20110208
26,2011-02-09,16.85,18.25,15.87,2011-02-16,2011-01-19,2011-03-16,7 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9418397626112759,0.9232876712328768,0.9325637169220764,0.9279256940774766,True,0.3,91750000.0,90650000.0,0,94350000.0,89625000.0,11100.753935844616,39.783327528548256,0.0,39.783327528548256,-3.616666138958932e-05,daily rebalance,20110209
27,2011-02-10,16.9,18.3,16.09,2011-02-16,2011-01-19,2011-03-16,6 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9520710059171599,0.9234972677595628,0.9377841368383613,0.9296202116504764,True,0.3,94725000.0,90400000.0,0,95050000.0,89575000.0,11252.80701825959,152.05308241497374,0.0,152.05308241497374,-3.515678206126561e-05,daily rebalance,20110210
28,2011-02-11,16.6,18.05,15.69,2011-02-16,2011-01-19,2011-03-16,5 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9451807228915662,0.9196675900277008,0.9324241564596335,0.9242235066105339,True,0.3,92075000.0,87250000.0,0,92250000.0,86875000.0,11429.711043879255,176.90402561966607,0.0,176.90402561966607,-3.6664046760552556e-05,daily rebalance,20110211
29,2011-02-14,16.45,17.85,15.95,2011-02-16,2011-01-19,2011-03-16,2 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9696048632218845,0.9215686274509802,0.9455867453364324,0.924999787148902,True,0.3,87050000.0,85725000.0,0,88350000.0,85525000.0,11481.903004131318,52.191960252062074,0.0,52.191960252062074,-3.9390158680801565e-05,daily rebalance,20110214
30,2011-02-15,16.7,18.05,16.37,2011-02-16,2011-01-19,2011-03-16,1 days 00:00:00.000000000,28 days 00:00:00.000000000,0.980239520958084,0.9252077562326869,0.9527236385953854,0.9271731764014511,True,0.3,87100000.0,87900000.0,0,88350000.0,86125000.0,11481.903004131318,-31.63784983916781,-31.63784983916781,0.0,-3.954731229895976e-05,hold,20110215
31,2011-02-16,18.3,19.35,16.72,2011-02-16,2011-01-19,2011-03-16,0 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9136612021857923,0.9457364341085271,0.9296988181471597,0.9457364341085271,True,0.3,85500000.0,89750000.0,0,90150000.0,83900000.0,11481.903004131318,-168.076077270579,-199.7139271097468,0.0,-3.954731229895976e-05,hold,20110216
32,2011-02-17,18.45,19.65,16.59,2011-02-16,2011-01-19,2011-03-16,27 days 00:00:00.000000000,28 days 00:00:00.000000000,0.8991869918699187,0.9389312977099237,0.9190591447899212,0.9006064313642046,True,0.3,91000000.0,92125000.0,0,93300000.0,90600000.0,11481.903004131318,-44.490726336329736,-244.20465344607655,0.0,-3.954731229895976e-05,hold,20110217
33,2011-02-18,18.6,19.8,16.43,2011-02-16,2011-01-19,2011-03-16,26 days 00:00:00.000000000,28 days 00:00:00.000000000,0.8833333333333333,0.9393939393939394,0.9113636363636364,0.8873376623376623,True,0.4,91275000.0,93800000.0,0,95825000.0,91250000.0,11481.903004131318,-99.8569635548734,-344.0616170009499,0.0,-3.954731229895976e-05,hold,20110218
34,2011-02-22,21.15,21.6,20.8,2011-02-16,2011-01-19,2011-03-16,22 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9834515366430261,0.9791666666666665,0.9813091016548463,0.9825333502195204,False,0.3,104950000.0,116650000.0,0,118350000.0,100675000.0,11481.903004131318,-462.70355389782924,-806.7651708987792,0.0,-3.954731229895976e-05,hold,20110222
35,2011-02-23,22.25,22.55,22.13,2011-02-16,2011-01-19,2011-03-16,21 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9946067415730336,0.9866962305986696,0.9906514860858516,0.9926291138294426,False,0.3,117050000.0,126900000.0,0,135000000.0,114450000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110223
36,2011-02-24,21.85,22.35,21.32,2011-02-16,2011-01-19,2011-03-16,20 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9757437070938214,0.9776286353467561,0.9766861712202888,0.9762822580232313,False,0.3,127400000.0,124450000.0,0,134150000.0,121875000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110224
37,2011-02-25,20.15,21.15,19.22,2011-02-16,2011-01-19,2011-03-16,19 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9538461538461539,0.9527186761229315,0.9532824149845427,0.953483750292261,False,0.3,116850000.0,108500000.0,0,125700000.0,108000000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110225
38,2011-02-28,19.2,20.3,18.35,2011-02-16,2011-01-19,2011-03-16,16 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9557291666666667,0.9458128078817734,0.95077098727422,0.9514792986159981,False,0.3,103100000.0,99325000.0,0,103675000.0,97950000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110228
39,2011-03-01,21.2,21.7,21.01,2011-03-16,2011-02-16,2011-04-20,15 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9910377358490567,0.9769585253456221,0.9839981305973394,0.9845009595438907,False,0.3,96850000.0,113925000.0,0,114075000.0,96700000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110301
40,2011-03-02,21.1,21.6,20.7,2011-03-16,2011-02-16,2011-04-20,14 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9810426540284359,0.9768518518518519,0.978947252940144,0.978947252940144,False,0.3,114025000.0,114125000.0,0,117025000.0,106875000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110302
41,2011-03-03,19.7,20.7,18.6,2011-03-16,2011-02-16,2011-04-20,13 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9441624365482234,0.9516908212560387,0.9479266289021311,0.948195499784553,True,0.3,104075000.0,102675000.0,0,106550000.0,101875000.0,10675.137833232538,0.0,0.0,0.0,0.0,closed by exit signal,20110303
42,2011-03-04,20.05,21.15,19.06,2011-03-16,2011-02-16,2011-04-20,12 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9506234413965087,0.9479905437352247,0.9493069925658667,0.9491189284472036,True,0.3,102075000.0,107400000.0,0,112200000.0,100825000.0,10675.137833232538,-167.06865234963487,-167.06865234963487,0.0,-3.137439480744317e-05,hold,20110304
43,2011-03-07,21.05,21.8,20.66,2011-03-16,2011-02-16,2011-04-20,9 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9814726840855107,0.9655963302752294,0.97353450718037,0.9706994439999627,False,0.3,106475000.0,113500000.0,0,120400000.0,102900000.0,10675.137833232538,-220.40512352228825,-387.4737758719231,0.0,-3.137439480744317e-05,hold,20110307
44,2011-03-08,20.45,21.4,19.82,2011-03-16,2011-02-16,2011-04-20,8 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9691931540342299,0.955607476635514,0.9624003153348719,0.9594890987494329,False,0.3,113025000.0,108550000.0,0,119075000.0,107175000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110308
45,2011-03-09,21.05,21.8,20.22,2011-03-16,2011-02-16,2011-04-20,7 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9605700712589073,0.9655963302752294,0.9630832007670683,0.9643397655211489,False,0.3,110625000.0,111575000.0,0,117750000.0,109850000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110309
46,2011-03-10,22.25,22.7,21.79,2011-03-16,2011-02-16,2011-04-20,6 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9793258426966291,0.9801762114537446,0.9797510270751868,0.9799939895772197,False,0.3,120250000.0,123275000.0,0,124900000.0,117350000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110310
47,2011-03-11,21.3,22.05,20.08,2011-03-16,2011-02-16,2011-04-20,5 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9427230046948356,0.9659863945578231,0.9543546996263294,0.9618322177965752,False,0.3,127000000.0,116425000.0,0,128100000.0,115000000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110311
48,2011-03-14,21.7,22.3,21.13,2011-03-16,2011-02-16,2011-04-20,2 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9737327188940093,0.9730941704035874,0.9734134446487983,0.9731397810100461,False,0.3,123750000.0,118650000.0,0,125675000.0,118025000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110314
49,2011-03-15,24.6,23.45,24.32,2011-03-16,2011-02-16,2011-04-20,1 days 00:00:00.000000000,28 days 00:00:00.000000000,0.9886178861788617,1.049040511727079,1.0188291989529703,1.0468825608146426,False,0.3,144850000.0,129050000.0,0,145000000.0,124800000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110315
50,2011-03-16,24.9,25.15,29.4,2011-03-16,2011-02-16,2011-04-20,0 days 00:00:00.000000000,28 days 00:00:00.000000000,1.180722891566265,0.9900596421471173,1.0853912668566912,0.9900596421471173,False,0.3,129625000.0,150475008.0,0,161800000.0,129300000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110316
51,2011-03-17,24.15,24.4,26.37,2011-03-16,2011-02-16,2011-04-20,34 days 00:00:00.000000000,35 days 00:00:00.000000000,1.0919254658385094,0.9897540983606558,1.0408397820995825,1.0890062839105707,False,0.3,134175000.0,141475008.0,0,143975008.0,132800000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110317
52,2011-03-18,23.35,23.65,24.44,2011-03-16,2011-02-16,2011-04-20,33 days 00:00:00.000000000,35 days 00:00:00.000000000,1.046680942184154,0.9873150105708246,1.0169979763774895,1.043288603234821,False,0.3,129325000.0,132475000.0,0,136850000.0,128100000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110318
53,2011-03-21,21.6,22.3,20.61,2011-03-16,2011-02-16,2011-04-20,30 days 00:00:00.000000000,35 days 00:00:00.000000000,0.9541666666666666,0.968609865470852,0.9613882660687594,0.9562299807815502,False,0.3,121500000.0,112475000.0,0,122525000.0,111875000.0,10287.664057360615,0.0,0.0,0.0,0.0,closed by exit signal,20110321
